"Temp","Precip","Month","Region"
10.9096774193548,3.36451612903226,"May","Quebec"
16.38,3.69666666666667,"Jun","Quebec"
19.0483870967742,3.89677419354839,"Jul","Quebec"
17.6483870967742,3.8258064516129,"Aug","Quebec"
12.4966666666667,4.07333333333333,"Sep","Quebec"
6.45806451612903,3.16774193548387,"Oct","Quebec"
-0.54,3.48333333333333,"Nov","Quebec"
-8.98387096774194,3.38387096774194,"Dec","Quebec"
-11.8161290322581,2.37096774193548,"Jan","Sherbrooke"
-10.6535714285714,2.16428571428571,"Feb","Sherbrooke"
-4.03548387096774,2.45806451612903,"Mar","Sherbrooke"
3.92666666666667,2.58333333333333,"Apr","Sherbrooke"
10.7903225806452,2.99032258064516,"May","Sherbrooke"
15.49,3.42333333333333,"Jun","Sherbrooke"
17.9709677419355,3.72903225806452,"Jul","Sherbrooke"
16.6870967741935,4.15806451612903,"Aug","Sherbrooke"
11.9633333333333,3.36333333333333,"Sep","Sherbrooke"
6.38064516129032,2.92903225806452,"Oct","Sherbrooke"
-1.81567723818906e-17,3.24,"Nov","Sherbrooke"
-8.21935483870968,2.99032258064516,"Dec","Sherbrooke"
-10.5322580645161,2.15483870967742,"Jan","Montreal"
-9.05714285714286,2.00714285714286,"Feb","Montreal"
-2.51290322580645,2.18387096774194,"Mar","Montreal"
5.72333333333333,2.53666666666667,"Apr","Montreal"
12.9935483870968,2.18064516129032,"May","Montreal"
18.04,2.79,"Jun","Montreal"
20.8290322580645,2.79354838709677,"Jul","Montreal"
19.4161290322581,3.17741935483871,"Aug","Montreal"
14.5166666666667,2.88666666666667,"Sep","Montreal"
8.28387096774193,2.45161290322581,"Oct","Montreal"
1.66333333333333,3.08666666666667,"Nov","Montreal"
-6.76774193548387,2.65806451612903,"Dec","Montreal"
-11.0838709677419,1.92903225806452,"Jan","Ottawa"
-9.41785714285714,2.07857142857143,"Feb","Ottawa"
-2.82903225806452,2.15483870967742,"Mar","Ottawa"
5.63333333333333,2.43333333333333,"Apr","Ottawa"
12.9258064516129,2.45806451612903,"May","Ottawa"
17.9733333333333,2.6,"Jun","Ottawa"
20.7806451612903,2.91612903225806,"Jul","Ottawa"
19.2322580645161,2.94193548387097,"Aug","Ottawa"
14.21,2.71333333333333,"Sep","Ottawa"
7.8483870967742,2.36451612903226,"Oct","Ottawa"
1.01333333333333,2.84666666666667,"Nov","Ottawa"
-7.50645161290323,2.54838709677419,"Dec","Ottawa"
-6.80645161290323,1.49032258064516,"Jan","Toronto"
-6.1,1.55714285714286,"Feb","Toronto"
-0.790322580645161,1.79354838709677,"Mar","Toronto"
6.15666666666667,2.31333333333333,"Apr","Toronto"
12.4,2.14193548387097,"May","Toronto"
17.4966666666667,2.26666666666667,"Jun","Toronto"
20.5322580645161,2.56129032258064,"Jul","Toronto"
19.4935483870968,2.73225806451613,"Aug","Toronto"
15.1366666666667,2.43,"Sep","Toronto"
8.89677419354839,1.99677419354839,"Oct","Toronto"
3.22,2.37333333333333,"Nov","Toronto"
-3.31612903225806,2.04193548387097,"Dec","Toronto"
-6.7516129032258,2.28064516129032,"Jan","London"
-6.21428571428571,2.10357142857143,"Feb","London"
-0.603225806451613,2.38709677419355,"Mar","London"
6.30333333333333,2.69333333333333,"Apr","London"
12.6612903225806,2.40645161290323,"May","London"
17.7166666666667,2.76333333333333,"Jun","London"
20.2935483870968,2.64193548387097,"Jul","London"
19.2612903225806,2.83548387096774,"Aug","London"
15.1966666666667,2.88666666666667,"Sep","London"
9.06774193548387,2.46451612903226,"Oct","London"
3.25,3.03666666666667,"Nov","London"
-3.30967741935484,2.9741935483871,"Dec","London"
-15.058064516129,1.00967741935484,"Jan","Thunderbay"
-12.6571428571429,0.860714285714286,"Feb","Thunderbay"
-5.64193548387097,1.27741935483871,"Mar","Thunderbay"
2.68333333333333,1.64,"Apr","Thunderbay"
9.04193548387097,2.24838709677419,"May","Thunderbay"
13.8566666666667,2.74666666666667,"Jun","Thunderbay"
17.5870967741935,2.70322580645161,"Jul","Thunderbay"
16.4838709677419,2.79354838709677,"Aug","Thunderbay"
11.1266666666667,2.86666666666667,"Sep","Thunderbay"
5.26129032258065,1.96451612903226,"Oct","Thunderbay"
-2.80666666666667,1.69333333333333,"Nov","Thunderbay"
-11.3161290322581,1.28709677419355,"Dec","Thunderbay"
-18.3193548387097,0.596774193548387,"Jan","Winnipeg"
-14.9428571428571,0.5,"Feb","Winnipeg"
-6.79354838709677,0.712903225806452,"Mar","Winnipeg"
3.82,1.20666666666667,"Apr","Winnipeg"
11.7032258064516,1.88387096774194,"May","Winnipeg"
16.92,2.80333333333333,"Jun","Winnipeg"
19.5903225806452,2.46129032258065,"Jul","Winnipeg"
18.341935483871,2.47741935483871,"Aug","Winnipeg"
12.2433333333333,1.73,"Sep","Winnipeg"
5.50645161290323,0.958064516129032,"Oct","Winnipeg"
-4.91666666666667,0.74,"Nov","Winnipeg"
-14.5774193548387,0.612903225806452,"Dec","Winnipeg"
-21.341935483871,0.512903225806452,"Jan","The Pas"
-17.425,0.510714285714286,"Feb","The Pas"
-9.68064516129032,0.65483870967742,"Mar","The Pas"
0.57,0.893333333333333,"Apr","The Pas"
8.72258064516129,1.07096774193548,"May","The Pas"
14.6966666666667,2.11666666666667,"Jun","The Pas"
17.6129032258065,2.30967741935484,"Jul","The Pas"
16.3741935483871,2.03548387096774,"Aug","The Pas"
9.85,1.9,"Sep","The Pas"
3.31612903225806,1.24838709677419,"Oct","The Pas"
-7.75333333333333,0.846666666666667,"Nov","The Pas"
-17.8483870967742,0.62258064516129,"Dec","The Pas"
-27.041935483871,0.529032258064516,"Jan","Churchill"
-25.6071428571429,0.435714285714286,"Feb","Churchill"
-20.1806451612903,0.583870967741935,"Mar","Churchill"
-10.2533333333333,0.69,"Apr","Churchill"
-1.13225806451613,0.967741935483871,"May","Churchill"
6.31333333333333,1.44,"Jun","Churchill"
11.8258064516129,1.68709677419355,"Jul","Churchill"
11.3516129032258,1.94516129032258,"Aug","Churchill"
5.46333333333333,1.87,"Sep","Churchill"
-1.61290322580645,1.47741935483871,"Oct","Churchill"
-12.6433333333333,1.16666666666667,"Nov","Churchill"
-22.7548387096774,0.603225806451613,"Dec","Churchill"
-16.4967741935484,0.451612903225806,"Jan","Regina"
-12.8357142857143,0.435714285714286,"Feb","Regina"
-5.65483870967742,0.545161290322581,"Mar","Regina"
4.22,0.683333333333333,"Apr","Regina"
11.4709677419355,1.54193548387097,"May","Regina"
16.3733333333333,2.38666666666667,"Jun","Regina"
18.8612903225806,2.01612903225806,"Jul","Regina"
18.0322580645161,1.3741935483871,"Aug","Regina"
11.6233333333333,1.14,"Sep","Regina"
4.99354838709677,0.664516129032258,"Oct","Regina"
-5.14333333333333,0.396666666666667,"Nov","Regina"
-13.4870967741935,0.525806451612903,"Dec","Regina"
-19.7612903225806,0.487096774193548,"Jan","Pr. Albert"
-15.8642857142857,0.482142857142857,"Feb","Pr. Albert"
-8.28387096774193,0.541935483870968,"Mar","Pr. Albert"
2.77,0.77,"Apr","Pr. Albert"
10.4096774193548,1.39354838709677,"May","Pr. Albert"
15.1333333333333,2.31333333333333,"Jun","Pr. Albert"
17.4645161290323,2.35161290322581,"Jul","Pr. Albert"
16.1258064516129,1.7741935483871,"Aug","Pr. Albert"
9.96333333333333,1.30333333333333,"Sep","Pr. Albert"
3.58709677419355,0.735483870967742,"Oct","Pr. Albert"
-7.54,0.56,"Nov","Pr. Albert"
-16.8483870967742,0.609677419354839,"Dec","Pr. Albert"
-26.8870967741935,0.67741935483871,"Jan","Uranium Cty"
-22.2928571428571,0.521428571428571,"Feb","Uranium Cty"
-15.0516129032258,0.609677419354839,"Mar","Uranium Cty"
-2.48333333333333,0.636666666666667,"Apr","Uranium Cty"
6.90967741935484,0.693548387096774,"May","Uranium Cty"
13.28,1.26333333333333,"Jun","Uranium Cty"
16.1967741935484,1.70967741935484,"Jul","Uranium Cty"
14.4677419354839,1.72258064516129,"Aug","Uranium Cty"
7.29333333333333,1.26666666666667,"Sep","Uranium Cty"
0.435483870967742,1.18709677419355,"Oct","Uranium Cty"
-11.77,0.93,"Nov","Uranium Cty"
-22.1870967741935,0.664516129032258,"Dec","Uranium Cty"
-14.0741935483871,0.761290322580645,"Jan","Edmonton"
-10.8,0.560714285714286,"Feb","Edmonton"
-5.08064516129032,0.503225806451613,"Mar","Edmonton"
3.83666666666667,0.766666666666667,"Apr","Edmonton"
10.3806451612903,1.43870967741935,"May","Edmonton"
14.2033333333333,2.57666666666667,"Jun","Edmonton"
15.9838709677419,3.1,"Jul","Edmonton"
15.058064516129,2.2258064516129,"Aug","Edmonton"
9.97,1.54333333333333,"Sep","Edmonton"
4.52258064516129,0.616129032258064,"Oct","Edmonton"
-5.66333333333333,0.543333333333333,"Nov","Edmonton"
-12.0838709677419,0.6,"Dec","Edmonton"
-9.44516129032258,0.364516129032258,"Jan","Calgary"
-6.28571428571429,0.342857142857143,"Feb","Calgary"
-2.24193548387097,0.461290322580645,"Mar","Calgary"
4.27666666666667,0.79,"Apr","Calgary"
9.76774193548387,1.75483870967742,"May","Calgary"
13.9433333333333,2.72666666666667,"Jun","Calgary"
16.2483870967742,2.20967741935484,"Jul","Calgary"
15.641935483871,1.65806451612903,"Aug","Calgary"
10.66,1.51666666666667,"Sep","Calgary"
5.59032258064516,0.5,"Oct","Calgary"
-2.98666666666667,0.413333333333333,"Nov","Calgary"
-8.00322580645161,0.390322580645161,"Dec","Calgary"
-4.79354838709677,0.819354838709677,"Jan","Kamloops"
-0.55,0.485714285714286,"Feb","Kamloops"
4.55806451612903,0.316129032258065,"Mar","Kamloops"
9.53,0.5,"Apr","Kamloops"
14.2258064516129,0.725806451612903,"May","Kamloops"
18.2933333333333,1.01,"Jun","Kamloops"
20.8290322580645,0.916129032258065,"Jul","Kamloops"
20.3129032258065,0.974193548387097,"Aug","Kamloops"
15.01,0.886666666666667,"Sep","Kamloops"
8.50645161290323,0.493548387096774,"Oct","Kamloops"
1.63,0.77,"Nov","Kamloops"
-3.16774193548387,1.02258064516129,"Dec","Kamloops"
2.98387096774194,4.8741935483871,"Jan","Vancouver"
4.74642857142857,4.21071428571429,"Feb","Vancouver"
6.38387096774194,3.44516129032258,"Mar","Vancouver"
8.94333333333333,2.63333333333333,"Apr","Vancouver"
12.2774193548387,1.96129032258065,"May","Vancouver"
15.23,1.62666666666667,"Jun","Vancouver"
17.2903225806452,1.16451612903226,"Jul","Vancouver"
17.4322580645161,1.29677419354839,"Aug","Vancouver"
14.3566666666667,2.01666666666667,"Sep","Vancouver"
10.0290322580645,3.58709677419355,"Oct","Vancouver"
5.96333333333333,5.62,"Nov","Vancouver"
3.51935483870968,5.61612903225806,"Dec","Vancouver"
3.51612903225806,4.49354838709677,"Jan","Victoria"
4.89285714285714,3.46428571428571,"Feb","Victoria"
6.2483870967742,2.31290322580645,"Mar","Victoria"
8.52,1.49333333333333,"Apr","Victoria"
11.6129032258065,1.09354838709677,"May","Victoria"
14.36,0.923333333333333,"Jun","Victoria"
16.2677419354839,0.629032258064516,"Jul","Victoria"
16.2741935483871,0.783870967741936,"Aug","Victoria"
13.8166666666667,1.14,"Sep","Victoria"
9.77741935483871,2.36451612903226,"Oct","Victoria"
5.97666666666667,4.54333333333333,"Nov","Victoria"
3.9,4.8258064516129,"Dec","Victoria"
-9.88064516129032,1.77741935483871,"Jan","Pr. George"
-5.44285714285714,1.21428571428571,"Feb","Pr. George"
-0.516129032258065,1.03548387096774,"Mar","Pr. George"
4.86333333333333,0.993333333333333,"Apr","Pr. George"
9.61935483870968,1.60967741935484,"May","Pr. George"
13.23,2.24666666666667,"Jun","Pr. George"
15.3322580645161,1.9,"Jul","Pr. George"
14.7193548387097,1.83870967741935,"Aug","Pr. George"
9.93666666666667,1.96333333333333,"Sep","Pr. George"
4.71935483870968,1.9258064516129,"Oct","Pr. George"
-2.98333333333333,1.77,"Nov","Pr. George"
-8.16129032258065,1.70967741935484,"Dec","Pr. George"
0.935483870967742,8.22903225806452,"Jan","Pr. Rupert"
2.54642857142857,7.675,"Feb","Pr. Rupert"
3.69032258064516,6.00322580645161,"Mar","Pr. Rupert"
5.69,5.92666666666667,"Apr","Pr. Rupert"
8.46451612903226,4.65483870967742,"May","Pr. Rupert"
10.9833333333333,3.97333333333333,"Jun","Pr. Rupert"
12.941935483871,3.61290322580645,"Jul","Pr. Rupert"
13.3258064516129,5.18064516129032,"Aug","Pr. Rupert"
11.3366666666667,8.45333333333333,"Sep","Pr. Rupert"
7.99354838709677,12.2161290322581,"Oct","Pr. Rupert"
4,10.19,"Nov","Pr. Rupert"
1.82258064516129,9.15483870967742,"Dec","Pr. Rupert"
-18.4354838709677,0.564516129032258,"Jan","Whitehorse"
-13.2142857142857,0.435714285714286,"Feb","Whitehorse"
-6.9741935483871,0.374193548387097,"Mar","Whitehorse"
0.546666666666667,0.263333333333333,"Apr","Whitehorse"
6.74516129032258,0.438709677419355,"May","Whitehorse"
11.71,1.06666666666667,"Jun","Whitehorse"
14.0096774193548,1.26129032258065,"Jul","Whitehorse"
12.441935483871,1.24838709677419,"Aug","Whitehorse"
7.17,1.21333333333333,"Sep","Whitehorse"
0.558064516129032,0.75483870967742,"Oct","Whitehorse"
-9.86333333333333,0.67,"Nov","Whitehorse"
-15.6935483870968,0.619354838709677,"Dec","Whitehorse"
-28.8258064516129,0.625806451612903,"Jan","Dawson"
-23.7571428571429,0.564285714285714,"Feb","Dawson"
-13.0161290322581,0.374193548387097,"Mar","Dawson"
-1.06666666666667,0.353333333333333,"Apr","Dawson"
7.7741935483871,0.770967741935484,"May","Dawson"
13.5366666666667,1.33666666666667,"Jun","Dawson"
15.5258064516129,1.51290322580645,"Jul","Dawson"
12.5967741935484,1.45483870967742,"Aug","Dawson"
5.93,1.11333333333333,"Sep","Dawson"
-4.14838709677419,1.03225806451613,"Oct","Dawson"
-17.81,0.873333333333333,"Nov","Dawson"
-25.4258064516129,0.732258064516129,"Dec","Dawson"
-27.8870967741935,0.490322580645161,"Jan","Yellowknife"
-24.6964285714286,0.446428571428571,"Feb","Yellowknife"
-18.1516129032258,0.380645161290323,"Mar","Yellowknife"
-6.20666666666667,0.34,"Apr","Yellowknife"
5.07741935483871,0.570967741935484,"May","Yellowknife"
13.11,0.806666666666667,"Jun","Yellowknife"
16.5193548387097,1.13225806451613,"Jul","Yellowknife"
14.1451612903226,1.2741935483871,"Aug","Yellowknife"
6.65,0.97,"Sep","Yellowknife"
-1.49354838709677,1.10645161290323,"Oct","Yellowknife"
-14.6633333333333,0.796666666666667,"Nov","Yellowknife"
-23.9774193548387,0.470967741935484,"Dec","Yellowknife"
-26.241935483871,0.690322580645161,"Jan","Iqaluit"
-27.3285714285714,0.635714285714286,"Feb","Iqaluit"
-23.8193548387097,0.67741935483871,"Mar","Iqaluit"
-15.0733333333333,0.886666666666667,"Apr","Iqaluit"
-4.40322580645161,0.919354838709677,"May","Iqaluit"
3.38666666666667,1.20666666666667,"Jun","Iqaluit"
7.65806451612903,1.85161290322581,"Jul","Iqaluit"
6.80645161290323,2.01935483870968,"Aug","Iqaluit"
2.20333333333333,1.77666666666667,"Sep","Iqaluit"
-4.80322580645161,1.29354838709677,"Oct","Iqaluit"
-12.9933333333333,0.996666666666667,"Nov","Iqaluit"
-22.4129032258065,0.635483870967742,"Dec","Iqaluit"
-28.6290322580645,0.516129032258065,"Jan","Inuvik"
-28.3285714285714,0.417857142857143,"Feb","Inuvik"
-23.7032258064516,0.367741935483871,"Mar","Inuvik"
-13.81,0.436666666666667,"Apr","Inuvik"
-0.406451612903226,0.606451612903226,"May","Inuvik"
10.66,0.736666666666667,"Jun","Inuvik"
13.9387096774194,1.06129032258065,"Jul","Inuvik"
10.6741935483871,1.43548387096774,"Aug","Inuvik"
3.18,0.866666666666667,"Sep","Inuvik"
-8.16129032258065,0.94516129032258,"Oct","Inuvik"
-21.5,0.59,"Nov","Inuvik"
-26.141935483871,0.535483870967742,"Dec","Inuvik"
-32.3741935483871,0.119354838709677,"Jan","Resolute"
-33.0071428571429,0.107142857142857,"Feb","Resolute"
-31.2322580645161,0.193548387096774,"Mar","Resolute"
-23.5566666666667,0.21,"Apr","Resolute"
-10.9774193548387,0.32258064516129,"May","Resolute"
-0.583333333333333,0.413333333333333,"Jun","Resolute"
4.11935483870968,0.716129032258065,"Jul","Resolute"
1.80967741935484,1.01612903225806,"Aug","Resolute"
-4.98333333333333,0.753333333333333,"Sep","Resolute"
-15.0483870967742,0.451612903225806,"Oct","Resolute"
-24.4533333333333,0.233333333333333,"Nov","Resolute"
-29.1258064516129,0.170967741935484,"Dec","Resolute"
